Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
Trump's Half-Measures Won't Save the Coal Industry,,2104938064,Newspapers,"Tice, Paul H",," Leonard N Stern School of Business
611310 , Congress
921120 , Environmental Protection Agency--EPA
924110 , New York University
611310"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 17, 2018",0099-9660, English, English, A.19," New York, N.Y.","Sep 17, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2104938064?accountid=14902, A.19,," Local elections , Regulation , Solar energy , Electricity distribution , Emissions , Clean technology , Carbon , Coal industry , Coal-fired power plants , Energy policy , Energy industry , Climate change , Industrial plant emissions , Trump, Donald J , New York , United States--US , California , West Virginia , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Half-Measures+Won%27t+Save+the+Coal+Industry&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-09-17&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Tice%2C+Paul+H&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Business News: Shell Plans Targets on Methane Emissions,,2104937334,Newspapers,"Kent, Sarah",," Royal Dutch Shell PLC
213112
221210
324110 , Exxon Mobil Corp
211111
447110"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 17, 2018",0099-9660, English, English, B.3," New York, N.Y.","Sep 17, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2104937334?accountid=14902, B.3,," Greenhouse gases , Emissions , Natural gas",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Business+News%3A+Shell+Plans+Targets+on+Methane+Emissions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-09-17&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Kent%2C+Sarah&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
New Fuels Bring End of Oil Era Nearer,,2101768996,Newspapers,"Kent, Sarah",," Royal Dutch Shell PLC
213112
221210
324110 , International Energy Agency
541720
926130
928120 , BP PLC
211111
324110
447110 , Chevron Corp
211111
324110 , Exxon Mobil Corp
211111
447110 , DNV GL
221112
541330"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 11, 2018",0099-9660, English, English, B.1," New York, N.Y.","Sep 11, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2101768996?accountid=14902, B.1,," Energy , Carbon , Executives , Supply & demand , Alternative energy sources , Crude oil , United States--US , van Beurden, Ben",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=New+Fuels+Bring+End+of+Oil+Era+Nearer&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-09-11&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Kent%2C+Sarah&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: California Enacts Ambitious Energy Law,,2101768698,Newspapers,"Carlton, Jim",," California Manufacturers & Technology Association
813910"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 11, 2018",0099-9660, English, English, A.2," New York, N.Y.","Sep 11, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2101768698?accountid=14902, A.2,," Electricity , Electricity distribution , Carbon , Governors , Climate change , State laws , California , Brown, Edmund G Jr (Jerry)",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+California+Enacts+Ambitious+Energy+Law&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-09-11&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Carlton%2C+Jim&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
REVIEW --- Play: News Quiz,,2100755592,Newspapers,"Akst, Daniel",," Theranos Inc
339113 , Congress
921120"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 8, 2018",0099-9660, English, English, C.13," New York, N.Y.","Sep 8, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2100755592?accountid=14902, C.13,," Presidents , Subpoenas , Climate change , Malaysia , England , Bezos, Jeffrey , Silicon Valley-California , China , India , Vietnam , Kavanaugh, Brett",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+Play%3A+News+Quiz&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-09-08&amp;volume=&amp;issue=&amp;spage=C.13&amp;au=Akst%2C+Daniel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Coal's Global Rebound Heats Up,,2098962925,Newspapers,"Salvaterra, Neanda",," International Bank for Reconstruction & Development--World Bank
928120 , Toshiba Corp
334310
334413 , International Energy Agency
541720
926130
928120 , Energy Information Administration
926130 , Japan International Cooperation Agency
928120 , BP PLC
211111
324110
447110 , Glencore PLC
211111
212210
212234
311314 , Deutsche Bank AG
522110
551111"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 4, 2018",0099-9660, English, English, B.1," New York, N.Y.","Sep 4, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2098962925?accountid=14902, B.1,," Emissions , Electricity distribution , Coal mining , US exports , Industrial plant emissions , Climate change , Fossil fuels , Economic growth , Coal-fired power plants , Bangladesh , Nigeria , United Kingdom--UK , Australia , Africa , Asia , Southeast Asia , United States--US , India , Vietnam , China , Japan",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Coal%27s+Global+Rebound+Heats+Up&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-09-04&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Salvaterra%2C+Neanda&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"S.C., Utility Battle Over Nuclear Plant --- Completion costs weigh on dispute as industry competes against renewables",,2093136659,Newspapers,"Sun, Mengqi",," Columbia University
611310 , National Security Council
928110 , South Carolina Electric & Gas Co
221122
221210 , Santee Cooper
221118"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Aug 27, 2018",0099-9660, English, English, B.4," New York, N.Y.","Aug 27, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2093136659?accountid=14902, B.4,," National security , Legislators , Construction costs , Coal-fired power plants , Natural gas utilities , Nuclear power plants , South Carolina , United States--US , New York , Ohio , Bordoff, Jason , Illinois , Washington DC , New Jersey , Georgia , Pennsylvania",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=S.C.%2C+Utility+Battle+Over+Nuclear+Plant+---+Completion+costs+weigh+on+dispute+as+industry+competes+against+renewables&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-08-27&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Sun%2C+Mengqi&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Not the Climate Apocalypse,,2091022216,Newspapers,,," National Economic Research Associates
813910 , Environmental Protection Agency--EPA
924110 , Energy Information Administration
926130"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Editorial"," Aug 22, 2018",0099-9660, English, English, A.16," New York, N.Y.","Aug 22, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2091022216?accountid=14902, A.16,," Emissions , Electricity distribution , Carbon , Coal-fired power plants , Industrial plant emissions , Natural gas , Editorials , Wyoming , Trump, Donald J , United States--US , Powder River Basin , Mississippi",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Not+the+Climate+Apocalypse&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-08-22&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Power-Plant Rules Set Up Legal Fight,,2090192137,Newspapers,"Puko, Timothy",," Environmental Protection Agency--EPA
924110 , National Mining Association
813910 , Natural Resources Defense Council
813312 , American Coalition for Clean Coal Electricity
813312
813910"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Aug 21, 2018",0099-9660, English, English, A.3," New York, N.Y.","Aug 21, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2090192137?accountid=14902, A.3,," Electricity , Greenhouse gases , Emissions , Carbon , Coal industry , Coal-fired power plants , Environmental protection , Environmental policy , Climate change , Industrial plant emissions , Trump, Donald J , United States--US , Wheeler, Andrew , McCarthy, Gina",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Power-Plant+Rules+Set+Up+Legal+Fight&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-08-21&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Puko%2C+Timothy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: EPA Set to Propose Looser Rules for Coal Industry,,2089774206,Newspapers,"Puko, Timothy",," Environmental Protection Agency--EPA
924110 , American Coalition for Clean Coal Electricity
813312
813910"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Aug 20, 2018",0099-9660, English, English, A.3," New York, N.Y.","Aug 20, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2089774206?accountid=14902, A.3,," Greenhouse gases , Coal industry , Regulatory agencies , Coal-fired power plants , Environmental protection , Environmental policy , Climate change , Litigation , Trump, Donald J , United States--US , Perciasepe, Bob , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+EPA+Set+to+Propose+Looser+Rules+for+Coal+Industry&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-08-20&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Puko%2C+Timothy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Canada Backtracks on a Carbon Tax,,2087497259,Newspapers,"O'Grady, Mary Anastasia",," Royal Bank of Canada
522110 , Fraser Institute
541720 , Canadian Press
519110 , Kinder Morgan Inc
211111
221210
324110
486910"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," Opinions , Commentary"," Aug 13, 2018",0099-9660, English, English, A.15," New York, N.Y.","Aug 13, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2087497259?accountid=14902, A.15,," Manufacturing , Emissions , Carbon , Politics , Environmental tax , Prices , Energy , Climate change , Pipelines , Trump, Donald J , Kenney, Jason , Prince Edward Island Canada , Manitoba Canada , United States--US , Canada , British Columbia Canada , Trudeau, Justin , Saskatchewan Canada , McKenna, Catherine",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Canada+Backtracks+on+a+Carbon+Tax&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-08-13&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=O%27Grady%2C+Mary+Anastasia&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Pruitt Leaves a Proud Legacy at the EPA,,2068237351,Newspapers,"Melloan, George",," Cato Institute
541711 , Environmental Protection Agency--EPA
924110 , International Energy Agency
541720
926130
928120 , Bonneville Power Administration
221111 , United Nations--UN
928120 , Intergovernmental Panel on Climate Change
541712
928120"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jul 12, 2018",0099-9660, English, English, A.17," New York, N.Y.","Jul 12, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2068237351?accountid=14902, A.17,," Emissions , Earth , Energy industry , Climate change , Industrial plant emissions , Electricity , Fossil fuels , Carbon dioxide , Global warming , Costs , Coal-fired power plants , Paris Agreement , Trump, Donald J , Merkel, Angela , Australia , South Australia Australia , San Francisco California , Pruitt, Scott , Obama, Barack , United States--US , Wheeler, Andrew , Gore, Albert Jr , Germany , Turnbull, Malcolm , Japan",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Pruitt+Leaves+a+Proud+Legacy+at+the+EPA&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-07-12&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Melloan%2C+George&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: EPA Chief Says He Won't Shift Priorities,,2065265877,Newspapers,"Puko, Timothy;Vogt, Heidi",," Republican Party
813940 , Environmental Protection Agency--EPA
924110"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jul 7, 2018",0099-9660, English, English, A.3," New York, N.Y.","Jul 7, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2065265877?accountid=14902, A.3,," Environmental protection , User groups , Environmentalists , Regulatory reform , Trump, Donald J , United States--US , Wheeler, Andrew , Bush, George W , Pruitt, Scott , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+EPA+Chief+Says+He+Won%27t+Shift+Priorities&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-07-07&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Puko%2C+Timothy%3BVogt%2C+Heidi&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News: Acting Agency Chief Likely to Stay Course,,2064634011,Newspapers,"Ballhaus, Rebecca",," Xcel Energy Inc
221122
221210
551112 , Environmental Protection Agency--EPA
924110 , Senate
921120 , Murray Energy Corp
212112"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Jul 6, 2018",0099-9660, English, English, A.2," New York, N.Y.","Jul 6, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2064634011?accountid=14902, A.2,," Bills , Energy industry , User groups , Climate change , Trump, Donald J , United States--US , Wheeler, Andrew , Inhofe, James M , Pruitt, Scott , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Acting+Agency+Chief+Likely+to+Stay+Course&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-07-06&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Ballhaus%2C+Rebecca&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
